0, 17556.2, 0
0.002, 17556.2, 35.1125
0.004, 17556.2, 70.225
0.006, 17556.2, 105.338
0.008, 17556.2, 140.45
0.01, 17556.2, 175.563
0.012, 17556.2, 210.675
0.014, 17556.2, 245.788
0.016, 17556.2, 280.9
0.018, 17556.2, 316.013
0.02, 17556.2, 351.125
0.022, 17556.2, 386.238
0.024, 17556.2, 421.35
0.026, 17556.2, 456.463
0.028, 17556.2, 491.575
0.03, 17556.2, 526.688
0.032, 17556.2, 561.8
0.034, 17556.2, 596.913
0.036, 17556.2, 632.025
0.038, 17556.2, 667.137
0.04, 17556.2, 702.25
0.042, 17556.2, 737.362
0.044, 17556.2, 772.475
0.046, 17556.2, 807.587
0.048, 17556.2, 842.7
0.05, 17556.2, 877.812
0.052, 17556.2, 912.925
0.054, 17556.2, 948.037
0.056, 17556.2, 983.15
0.058, 17556.2, 1018.26
0.06, 17556.2, 1053.37
0.062, 17556.2, 1088.49
0.064, 17556.2, 1123.6
0.066, 17556.2, 1158.71
0.068, 17556.2, 1193.82
0.07, 17556.2, 1228.94
0.072, 17556.2, 1264.05
0.074, 17556.2, 1299.16
0.076, 17556.2, 1334.27
0.078, 17556.2, 1369.39
0.08, 17556.2, 1404.5
0.082, 17556.2, 1439.61
0.084, 17556.2, 1474.72
0.086, 17556.2, 1509.84
0.088, 17556.2, 1544.95
0.09, 17556.2, 1580.06
0.092, 17556.2, 1615.17
0.094, 17556.2, 1650.29
0.096, 17556.2, 1685.4
0.098, 17556.2, 1720.51
0.1, 17556.2, 1755.62
0.102, 17556.2, 1790.74
0.104, 17556.2, 1825.85
0.106, 17556.2, 1860.96
0.108, 17556.2, 1896.07
0.11, 17556.2, 1931.19
0.112, 17556.2, 1966.3
0.114, 17556.2, 2001.41
0.116, 17556.2, 2036.52
0.118, 17556.2, 2071.64
0.12, 17556.2, 2106.75
0.122, 17556.2, 2141.86
0.124, 17556.2, 2176.97
0.126, 17556.2, 2212.09
0.128, 17556.2, 2247.2
0.13, 17556.2, 2282.31
0.132, 17556.2, 2317.42
0.134, 17556.2, 2352.54
0.136, 17556.2, 2387.65
0.138, 17556.2, 2422.76
0.14, 17556.2, 2457.88
0.142, 17556.2, 2492.99
0.144, 17556.2, 2528.1
0.146, 17556.2, 2563.21
0.148, 17556.2, 2598.33
0.15, 17556.2, 2633.44
0.152, 17556.2, 2668.55
0.154, 17556.2, 2703.66
0.156, 17556.2, 2738.78
0.158, 17556.2, 2773.89
0.16, 17556.2, 2809
0.162, 17556.2, 2844.11
0.164, 17556.2, 2879.23
0.166, 17556.2, 2914.34
0.168, 17556.2, 2949.45
0.17, 17556.2, 2984.56
0.172, 17556.2, 3019.68
0.174, 17556.2, 3054.79
0.176, 17556.2, 3089.9
0.178, 17556.2, 3125.01
0.18, 17556.2, 3160.13
0.182, 17556.2, 3195.24
0.184, 17556.2, 3230.35
0.186, 17556.2, 3265.46
0.188, 17556.2, 3300.58
0.19, 17556.2, 3335.69
0.192, 17556.2, 3370.8
0.194, 17556.2, 3405.91
0.196, 17556.2, 3441.03
0.198, 17556.2, 3476.14
0.2, 17556.2, 3511.25
0.202, 17556.2, 3546.36
0.204, 17556.2, 3581.48
0.206, 17556.2, 3616.59
0.208, 17556.2, 3651.7
0.21, 17556.2, 3686.81
0.212, 17556.2, 3721.93
0.214, 17556.2, 3757.04
0.216, 17556.2, 3792.15
0.218, 17556.2, 3827.26
0.22, 17556.2, 3862.38
0.222, 17556.2, 3897.49
0.224, 17556.2, 3932.6
0.226, 17556.2, 3967.71
0.228, 17556.2, 4002.83
0.23, 17556.2, 4037.94
0.232, 17556.2, 4073.05
0.234, 17556.2, 4108.16
0.236, 17556.2, 4143.28
0.238, 17556.2, 4178.39
0.24, 17556.2, 4213.5
0.242, 17556.2, 4248.61
0.244, 17556.2, 4283.73
0.246, 17556.2, 4318.84
0.248, 17556.2, 4353.95
0.25, 17556.2, 4389.06
0.252, 17556.2, 4424.18
0.254, 17556.2, 4459.29
0.256, 17556.2, 4494.4
0.258, 17556.2, 4529.51
0.26, 17556.2, 4564.63
0.262, 17556.2, 4599.74
0.264, 17556.2, 4634.85
0.266, 17556.2, 4669.96
0.268, 17556.2, 4705.08
0.27, 17556.2, 4740.19
0.272, 17556.2, 4775.3
0.274, 17556.2, 4810.41
0.276, 17556.2, 4845.53
0.278, 17556.2, 4880.64
0.28, 17556.2, 4915.75
0.282, 17556.2, 4950.86
0.284, 17556.2, 4985.98
0.286, 17556.2, 5021.09
0.288, 17556.2, 5056.2
0.29, 17556.2, 5091.31
0.292, 17556.2, 5126.43
0.294, 17556.2, 5161.54
0.296, 17556.2, 5196.65
0.298, 17556.2, 5231.76
0.3, 17556.2, 5266.88
0.302, 17556.2, 5301.99
0.304, 17556.2, 5337.1
0.306, 17556.2, 5372.21
0.308, 17556.2, 5407.33
0.31, 17556.2, 5442.44
0.312, 17556.2, 5477.55
0.314, 17556.2, 5512.66
0.316, 17556.2, 5547.78
0.318, 17556.2, 5582.89
0.32, 17556.2, 5618
0.322, 17556.2, 5653.11
0.324, 17556.2, 5688.23
0.326, 17556.2, 5723.34
0.328, 17556.2, 5758.45
0.33, 17556.2, 5793.56
0.332, 17556.2, 5828.68
0.334, 17556.2, 5863.79
0.336, 17556.2, 5898.9
0.338, 17556.2, 5934.01
0.34, 17556.2, 5969.13
0.342, 17556.2, 6004.24
0.344, 17556.2, 6039.35
0.346, 17556.2, 6074.46
0.348, 17556.2, 6109.58
0.35, 17556.2, 6144.69
0.352, 17556.2, 6179.8
0.354, 17556.2, 6214.91
0.356, 17556.2, 6250.03
0.358, 17556.2, 6285.14
0.36, 17556.2, 6320.25
0.362, 17556.2, 6355.36
0.364, 17556.2, 6390.48
0.366, 17556.2, 6425.59
0.368, 17556.2, 6460.7
0.37, 17556.2, 6495.81
0.372, 17556.2, 6530.93
0.374, 17556.2, 6566.04
0.376, 17556.2, 6601.15
0.378, 17556.2, 6636.26
0.38, 17556.2, 6671.38
0.382, 17556.2, 6706.49
0.384, 17556.2, 6741.6
0.386, 17556.2, 6776.71
0.388, 17556.2, 6811.83
0.39, 17556.2, 6846.94
0.392, 17556.2, 6882.05
0.394, 17556.2, 6917.16
0.396, 17556.2, 6952.28
0.398, 17556.2, 6987.39
0.4, 17556.2, 7022.5
0.402, 17556.2, 7057.61
0.404, 17556.2, 7092.73
0.406, 17556.2, 7127.84
0.408, 17556.2, 7162.95
0.41, 17556.2, 7198.06
0.412, 17556.2, 7233.18
0.414, 17556.2, 7268.29
0.416, 17556.2, 7303.4
0.418, 17556.2, 7338.51
